stage	generator_slug	generator	model_id	variant	variant_label	trait	behavior_metric	n	r	abs_r
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	interwoven	interwoven_biography	HEXACO_OP_mean	question_rate_per_1k	50	0.164478742170393	0.164478742170393
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	interwoven	interwoven_biography	HEXACO_OP_mean	section_count	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_mean	50	0.08705372582675978	0.08705372582675978
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_sd	50	-0.1724767161939836	0.1724767161939836
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_cv	50	-0.1842927546575111	0.1842927546575111
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	total_words	50	-0.0813629050736417	0.0813629050736417
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	unique_word_rate	50	-0.16492919161081276	0.16492919161081276
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	first_person_rate_per_1k	50	-0.32966509447956477	0.32966509447956477
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	we_rate_per_1k	50	0.397503452665707	0.397503452665707
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	social_word_rate_per_1k	50	0.10513874482290077	0.10513874482290077
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	exclamation_rate_per_1k	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	question_rate_per_1k	50	0.03990718116719828	0.03990718116719828
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	section_count	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	section_words_mean	50	-0.0813629050736417	0.0813629050736417
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	section_words_sd	50	0.18230662041552276	0.18230662041552276
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_HH_mean	section_words_cv	50	0.18236250312280303	0.18236250312280303
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	total_words	50	0.15617012618916631	0.15617012618916631
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	unique_word_rate	50	-0.37535845153315994	0.37535845153315994
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	first_person_rate_per_1k	50	0.4714457954045175	0.4714457954045175
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	we_rate_per_1k	50	0.06278951582553084	0.06278951582553084
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	social_word_rate_per_1k	50	-0.051886237169940376	0.051886237169940376
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	exclamation_rate_per_1k	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	question_rate_per_1k	50	0.015636370650931295	0.015636370650931295
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	section_count	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	section_words_mean	50	0.15617012618916631	0.15617012618916631
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	section_words_sd	50	0.30281675774437894	0.30281675774437894
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_E_mean	section_words_cv	50	0.26000286241438847	0.26000286241438847
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	total_words	50	-0.4023636548740671	0.4023636548740671
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	unique_word_rate	50	0.4162518193125506	0.4162518193125506
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	first_person_rate_per_1k	50	-0.4443242590646395	0.4443242590646395
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	we_rate_per_1k	50	0.1674509605412508	0.1674509605412508
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	social_word_rate_per_1k	50	0.31244474614129225	0.31244474614129225
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	exclamation_rate_per_1k	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	question_rate_per_1k	50	0.18261700366282071	0.18261700366282071
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	section_count	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	section_words_mean	50	-0.4023636548740671	0.4023636548740671
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	section_words_sd	50	0.054691439822526354	0.054691439822526354
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_EX_mean	section_words_cv	50	0.13089767466009286	0.13089767466009286
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	total_words	50	-0.2636126476076681	0.2636126476076681
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	unique_word_rate	50	0.16469662808453758	0.16469662808453758
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	first_person_rate_per_1k	50	-0.24650395139614328	0.24650395139614328
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	we_rate_per_1k	50	0.3126235374067518	0.3126235374067518
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	social_word_rate_per_1k	50	0.2800146358627645	0.2800146358627645
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	exclamation_rate_per_1k	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	question_rate_per_1k	50	0.14273683341840188	0.14273683341840188
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	section_count	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	section_words_mean	50	-0.2636126476076681	0.2636126476076681
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	section_words_sd	50	0.15175093603296055	0.15175093603296055
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_A_mean	section_words_cv	50	0.18951328025523678	0.18951328025523678
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	total_words	50	0.053856303685677384	0.053856303685677384
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	unique_word_rate	50	0.04658882923097244	0.04658882923097244
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	first_person_rate_per_1k	50	-0.2090601129085801	0.2090601129085801
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	we_rate_per_1k	50	-0.13477780967552008	0.13477780967552008
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	social_word_rate_per_1k	50	-0.08298493721395454	0.08298493721395454
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	exclamation_rate_per_1k	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	question_rate_per_1k	50	0.12815917810994917	0.12815917810994917
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	section_count	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	section_words_mean	50	0.053856303685677384	0.053856303685677384
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	section_words_sd	50	-0.005506921805042683	0.005506921805042683
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_C_mean	section_words_cv	50	-0.023390029791759574	0.023390029791759574
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	total_words	50	-0.12518571821360142	0.12518571821360142
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	unique_word_rate	50	0.11437545639159635	0.11437545639159635
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	first_person_rate_per_1k	50	-0.4460217705372563	0.4460217705372563
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	we_rate_per_1k	50	0.07485814093556012	0.07485814093556012
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	social_word_rate_per_1k	50	0.07220494199165083	0.07220494199165083
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	exclamation_rate_per_1k	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	question_rate_per_1k	50	0.10195687334728622	0.10195687334728622
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	section_count	50		
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	section_words_mean	50	-0.12518571821360142	0.12518571821360142
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	section_words_sd	50	0.1236025776366049	0.1236025776366049
lsi	qwen_37_max	Qwen 3.7 Max	qwen/qwen3.7-max	psych	psychometric_only	HEXACO_OP_mean	section_words_cv	50	0.1427202423119011	0.1427202423119011
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	total_words	50	0.0016264184073806114	0.0016264184073806114
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	unique_word_rate	50	0.05170831851949722	0.05170831851949722
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	we_rate_per_1k	50	0.036600623122180036	0.036600623122180036
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	social_word_rate_per_1k	50	0.27750041944477805	0.27750041944477805
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_HH_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	total_words	50	-0.02327792581708031	0.02327792581708031
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	unique_word_rate	50	0.11005839383717723	0.11005839383717723
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	we_rate_per_1k	50	-0.10590269634939367	0.10590269634939367
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	social_word_rate_per_1k	50	0.2882433033657062	0.2882433033657062
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_E_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	total_words	50	-0.22412884603922356	0.22412884603922356
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	unique_word_rate	50	0.15020944400876246	0.15020944400876246
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	we_rate_per_1k	50	0.038936714534087494	0.038936714534087494
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	social_word_rate_per_1k	50	0.12875318611309353	0.12875318611309353
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_EX_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	total_words	50	-0.17752346439053826	0.17752346439053826
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	unique_word_rate	50	-0.0536614483646823	0.0536614483646823
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	we_rate_per_1k	50	0.16531525247704543	0.16531525247704543
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	social_word_rate_per_1k	50	0.3806478927051934	0.3806478927051934
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_A_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	total_words	50	-0.2566586714848711	0.2566586714848711
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	unique_word_rate	50	0.19639402729712424	0.19639402729712424
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	we_rate_per_1k	50	-0.00917846523147475	0.00917846523147475
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	social_word_rate_per_1k	50	0.11272670291188569	0.11272670291188569
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_C_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	total_words	50	-0.30996244426462966	0.30996244426462966
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	unique_word_rate	50	0.2641553653134371	0.2641553653134371
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	we_rate_per_1k	50	-0.15485412833403014	0.15485412833403014
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	social_word_rate_per_1k	50	0.004517377614789214	0.004517377614789214
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	total_words	50	-0.0011009082357106767	0.0011009082357106767
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	unique_word_rate	50	0.0688780933388584	0.0688780933388584
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	we_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	social_word_rate_per_1k	50	0.20082424795168335	0.20082424795168335
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_HH_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	total_words	50	-0.06414514888252298	0.06414514888252298
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	unique_word_rate	50	0.17728831064160444	0.17728831064160444
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	we_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	social_word_rate_per_1k	50	0.3432604390996658	0.3432604390996658
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_E_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	total_words	50	-0.09393929096246496	0.09393929096246496
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	unique_word_rate	50	0.11431524994031816	0.11431524994031816
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	we_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	social_word_rate_per_1k	50	0.017544231134376823	0.017544231134376823
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_EX_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	total_words	50	-0.07540591423103299	0.07540591423103299
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	unique_word_rate	50	-0.07626896691727457	0.07626896691727457
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	first_person_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	we_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	social_word_rate_per_1k	50	0.25402506337663866	0.25402506337663866
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	exclamation_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	question_rate_per_1k	50		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	section_count	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	section_words_mean	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	section_words_sd	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_A_mean	section_words_cv	0		
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_C_mean	total_words	50	-0.15983355546357775	0.15983355546357775
profile	glm_5_1	GLM 5.1	z-ai/glm-5.1	psych	psychometric_only	HEXACO_C_mean	unique_word_rate	50	0.14162214797530934	0.14162214797530934
